Day,X,Y,Z,VX,VY,VZ
131,0.347044,-0.16932,-0.0456691,0.00684708,0.0266145,0.00154696
132,0.353015,-0.142287,-0.0440076,0.00504412,0.0274153,0.00177778
133,0.357129,-0.114505,-0.0421145,0.00313145,0.0281052,0.00200959
134,0.359277,-0.0860919,-0.0399896,0.00111144,0.0286689,0.00224094
135,0.359352,-0.0571827,-0.0376339,-0.00101169,0.0290902,0.00247011
136,0.357254,-0.0279277,-0.0350507,-0.0032314,0.0293517,0.00269508
137,0.352891,0.00150434,-0.0322452,-0.00553839,0.0294353,0.00291351
138,0.34618,0.0309264,-0.0292253,-0.00792015,0.0293224,0.00312275
139,0.337055,0.0601328,-0.0260015,-0.0103605,0.0289946,0.00331979
140,0.325465,0.0888994,-0.0225876,-0.0128392,0.0284343,0.00350136
141,0.311383,0.116986,-0.0190007,-0.0153317,0.0276257,0.0036639
142,0.29481,0.144135,-0.0152618,-0.017809,0.0265556,0.00380367
143,0.275775,0.170082,-0.0113955,-0.0202379,0.0252149,0.0039169
144,0.254345,0.194551,-0.00743019,-0.0225817,0.0235997,0.00399987
145,0.230625,0.217268,-0.00339796,-0.0248005,0.0217124,0.00404916
146,0.204758,0.237964,0.000665873,-0.0268533,0.0195629,0.00406178
147,0.176933,0.256383,0.00472334,-0.0286992,0.0171691,0.00403547
148,0.147376,0.272293,0.00873457,-0.0302996,0.0145575,0.00396884
149,0.116351,0.28549,0.0126588,-0.0316201,0.0117624,0.00386153
150,0.0841531,0.295811,0.0164555,-0.0326329,0.00882471,0.00371435
151,0.051103,0.303135,0.0200854,-0.033318,0.00579097,0.00352927
152,0.0175355,0.30739,0.0235121,-0.0336649,0.0027106,0.00330936
153,-0.0162082,0.308554,0.0267023,-0.0336727,-0.000366224,0.00305862
154,-0.0497911,0.306657,0.0296276,-0.0333497,-0.00339101,0.00278181
155,-0.0828891,0.301774,0.0322644,-0.0327132,-0.00631911,0.00248413
156,-0.115199,0.294023,0.0345945,-0.0317872,-0.00911138,0.00217101
157,-0.146446,0.283557,0.0366052,-0.0306013,-0.0117354,0.00184779
158,-0.176385,0.270559,0.038289,-0.0291883,-0.0141659,0.00151956
159,-0.204806,0.255233,0.0396435,-0.0275829,-0.0163849,0.00119097
160,-0.231535,0.237798,0.0406703,-0.0258197,-0.0183813,0.00086609
161,-0.256431,0.21848,0.0413752,-0.0239321,-0.02015,0.000548413
162,-0.279386,0.197509,0.0417668,-0.0219513,-0.0216911,0.000240793
163,-0.300322,0.17511,0.0418566,-0.0199059,-0.0230088,-5.45112e-05
164,-0.319187,0.151504,0.0416578,-0.017821,-0.0241107,-0.00033579
165,-0.335954,0.126902,0.0411852,-0.0157187,-0.0250065,-0.000601825
166,-0.350615,0.101505,0.0404545,-0.0136179,-0.0257076,-0.000851814
167,-0.363182,0.0755015,0.0394821,-0.0115343,-0.0262262,-0.00108531
168,-0.373678,0.0490673,0.0382845,-0.00948114,-0.0265751,-0.00130215
169,-0.382139,0.022366,0.0368785,-0.00746895,-0.026767,-0.00150239
170,-0.388611,-0.0044517,0.0352806,-0.00550622,-0.0268141,-0.00168626
171,-0.393148,-0.0312472,0.0335069,-0.0035996,-0.0267284,-0.00185414
172,-0.395809,-0.0578936,0.0315733,-0.00175414,-0.0265211,-0.00200647
173,-0.396656,-0.0842747,0.0294951,2.64109e-05,-0.0262028,-0.00214378
174,-0.395756,-0.110285,0.027287,0.00173937,-0.0257833,-0.00226661
175,-0.393178,-0.135827,0.0249631,0.00338295,-0.0252716,-0.00237555
176,-0.388992,-0.160814,0.0225372,0.00495605,-0.0246759,-0.00247116
177,-0.383268,-0.185165,0.0200222,0.00645815,-0.0240038,-0.00255401
178,-0.376079,-0.208808,0.0174306,0.00788915,-0.0232621,-0.00262465
179,-0.367495,-0.231676,0.0147743,0.00924927,-0.0224571,-0.00268362
180,-0.357586,-0.25371,0.0120648,0.010539,-0.0215944,-0.00273142
181,-0.346422,-0.274853,0.00931302,0.011759,-0.0206791,-0.00276851
182,-0.334074,-0.295057,0.00652935,0.0129099,-0.0197158,-0.00279536
183,-0.32061,-0.314274,0.00372386,0.0139927,-0.0187086,-0.00281236
184,-0.306097,-0.332463,0.000906192,0.0150081,-0.0176613,-0.00281991
185,-0.290602,-0.349587,-0.00191438,0.015957,-0.0165772,-0.00281834
186,-0.274192,-0.365609,-0.00472893,0.0168401,-0.0154594,-0.00280799
187,-0.256931,-0.380497,-0.00752881,0.0176581,-0.0143106,-0.00278915
188,-0.238885,-0.394222,-0.0103057,0.0184118,-0.0131334,-0.00276207
189,-0.220118,-0.406756,-0.0130514,0.0191015,-0.0119301,-0.002727
